"","year","country","ccode","datastartyear","dataendyear","mk_onset_count","mk_offset_count","mk_ongoing_count","mk_location_ever","mk_responsible_ever","mk_ongoing_widescope","mk_ongoing_code","mk_ethnicflag","mk_ongoing","mk_onset","mk_offset","widetargeting","narrowtargeting"
"5942",1980,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5943",1981,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5944",1982,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5945",1983,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5946",1984,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5947",1985,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5948",1986,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5949",1987,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5950",1988,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5951",1989,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5952",1990,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5953",1991,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5954",1992,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5955",1993,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5956",1994,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5957",1995,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5958",1996,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5959",1997,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5960",1998,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5961",1999,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5962",2000,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5963",2001,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5964",2002,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5965",2003,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5966",2004,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5967",2005,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5968",2006,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5969",2007,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5970",2008,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5971",2009,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5972",2010,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5973",2011,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5974",2012,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5975",2013,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5976",2014,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5977",2015,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5978",2016,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5979",2017,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5980",2018,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5981",2019,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5982",2020,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5983",2021,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5984",2022,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5985",2023,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5986",1960,"Nigeria",475,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5987",1961,"Nigeria",475,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5988",1962,"Nigeria",475,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5989",1963,"Nigeria",475,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5990",1964,"Nigeria",475,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5991",1965,"Nigeria",475,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5992",1966,"Nigeria",475,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5993",1967,"Nigeria",475,1960,2023,1,0,1,1,1,0,"; nga1967s1","; 2",1,1,0,1,0
"5994",1968,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1967s1","; 2",1,0,0,1,0
"5995",1969,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1967s1","; 2",1,0,0,1,0
"5996",1970,"Nigeria",475,1960,2023,0,1,1,1,1,0,"; nga1967s1","; 2",1,0,1,1,0
"5997",1971,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5998",1972,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5999",1973,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6000",1974,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6001",1975,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6002",1976,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6003",1977,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6004",1978,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6005",1979,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6006",1980,"Nigeria",475,1960,2023,1,1,1,1,1,0,"; nga1980s1","; 1",1,1,1,0,1
"6007",1981,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6008",1982,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6009",1983,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6010",1984,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6011",1985,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6012",1986,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6013",1987,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6014",1988,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6015",1989,"Nigeria",475,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6016",1990,"Nigeria",475,1960,2023,1,0,1,1,1,0,"; nga1990s1","; 2",1,1,0,1,0
"6017",1991,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6018",1992,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6019",1993,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6020",1994,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6021",1995,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6022",1996,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6023",1997,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6024",1998,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6025",1999,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6026",2000,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6027",2001,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6028",2002,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6029",2003,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6030",2004,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6031",2005,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6032",2006,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6033",2007,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6034",2008,"Nigeria",475,1960,2023,0,0,1,1,1,0,"; nga1990s1","; 2",1,0,0,1,0
"6035",2009,"Nigeria",475,1960,2023,1,1,2,1,1,0,"; nga1990s1; nga2009s1","; 0",1,1,1,1,0
"6036",2010,"Nigeria",475,1960,2023,1,0,2,1,1,0,"; nga2009s1; nga2010ns1","; 2",1,1,0,1,0
"6037",2011,"Nigeria",475,1960,2023,0,0,2,1,1,0,"; nga2009s1; nga2010ns1","; 2",1,0,0,1,0
"6038",2012,"Nigeria",475,1960,2023,0,0,2,1,1,0,"; nga2009s1; nga2010ns1","; 2",1,0,0,1,0
"6039",2013,"Nigeria",475,1960,2023,0,0,2,1,1,0,"; nga2009s1; nga2010ns1","; 2",1,0,0,1,0
"6040",2014,"Nigeria",475,1960,2023,0,0,2,1,1,0,"; nga2009s1; nga2010ns1","; 2",1,0,0,1,0
"6041",2015,"Nigeria",475,1960,2023,0,0,2,1,1,0,"; nga2009s1; nga2010ns1","; 2",1,0,0,1,0
"6042",2016,"Nigeria",475,1960,2023,0,0,2,1,1,0,"; nga2009s1; nga2010ns1","; 2",1,0,0,1,0
"6043",2017,"Nigeria",475,1960,2023,0,0,2,1,1,0,"; nga2009s1; nga2010ns1","; 2",1,0,0,1,0
"6044",2018,"Nigeria",475,1960,2023,0,0,2,1,1,0,"; nga2009s1; nga2010ns1","; 2",1,0,0,1,0
"6045",2019,"Nigeria",475,1960,2023,0,0,2,1,1,0,"; nga2009s1; nga2010ns1","; 2",1,0,0,1,0
"6046",2020,"Nigeria",475,1960,2023,0,0,2,1,1,0,"; nga2009s1; nga2010ns1","; 2",1,0,0,1,0
"6047",2021,"Nigeria",475,1960,2023,0,0,2,1,1,0,"; nga2009s1; nga2010ns1","; 2",1,0,0,1,0
"6048",2022,"Nigeria",475,1960,2023,0,0,2,1,1,0,"; nga2009s1; nga2010ns1","; 2",1,0,0,1,0
"6049",2023,"Nigeria",475,1960,2023,0,0,2,1,1,0,"; nga2009s1; nga2010ns1","; 2",1,0,0,1,0
"6050",1965,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6051",1966,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6052",1967,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6053",1968,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6054",1969,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6055",1970,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6056",1971,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6057",1972,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6058",1973,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6059",1974,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6060",1975,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6061",1976,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6062",1977,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6063",1978,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6064",1979,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6065",1980,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6066",1981,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6067",1982,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6068",1983,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6069",1984,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6070",1985,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6071",1986,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6072",1987,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6073",1988,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6074",1989,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6075",1990,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6076",1991,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6077",1992,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6078",1993,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6079",1994,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6080",1995,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6081",1996,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6082",1997,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6083",1998,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6084",1999,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6085",2000,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6086",2001,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6087",2002,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6088",2003,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6089",2004,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6090",2005,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6091",2006,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6092",2007,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6093",2008,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6094",2009,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6095",2010,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6096",2011,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6097",2012,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6098",2013,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6099",2014,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6100",2015,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6101",2016,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6102",2017,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6103",2018,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6104",2019,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6105",2020,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6106",2021,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6107",2022,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6108",2023,"Gabon",481,1965,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6109",1960,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6110",1961,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6111",1962,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6112",1963,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6113",1964,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6114",1965,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6115",1966,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6116",1967,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6117",1968,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6118",1969,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6119",1970,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6120",1971,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6121",1972,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6122",1973,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6123",1974,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6124",1975,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6125",1976,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6126",1977,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6127",1978,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6128",1979,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6129",1980,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6130",1981,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6131",1982,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6132",1983,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6133",1984,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6134",1985,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6135",1986,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6136",1987,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6137",1988,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6138",1989,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6139",1990,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6140",1991,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6141",1992,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6142",1993,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6143",1994,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6144",1995,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6145",1996,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6146",1997,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6147",1998,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6148",1999,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6149",2000,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6150",2001,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6151",2002,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6152",2003,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6153",2004,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6154",2005,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6155",2006,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6156",2007,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6157",2008,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6158",2009,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6159",2010,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6160",2011,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6161",2012,"Central African Republic",482,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6162",2013,"Central African Republic",482,1960,2023,1,0,1,1,0,0,"; caf2013ns1","; 2",1,1,0,1,0
"6163",2014,"Central African Republic",482,1960,2023,0,0,1,1,0,0,"; caf2013ns1","; 2",1,0,0,1,0
"6164",2015,"Central African Republic",482,1960,2023,0,0,1,1,0,0,"; caf2013ns1","; 2",1,0,0,1,0
"6165",2016,"Central African Republic",482,1960,2023,0,0,1,1,0,0,"; caf2013ns1","; 2",1,0,0,1,0
"6166",2017,"Central African Republic",482,1960,2023,0,0,1,1,0,0,"; caf2013ns1","; 2",1,0,0,1,0
"6167",2018,"Central African Republic",482,1960,2023,0,0,1,1,0,0,"; caf2013ns1","; 2",1,0,0,1,0
"6168",2019,"Central African Republic",482,1960,2023,0,0,1,1,0,0,"; caf2013ns1","; 2",1,0,0,1,0
"6169",2020,"Central African Republic",482,1960,2023,0,0,1,1,0,0,"; caf2013ns1","; 2",1,0,0,1,0
"6170",2021,"Central African Republic",482,1960,2023,0,0,1,1,0,0,"; caf2013ns1","; 2",1,0,0,1,0
"6171",2022,"Central African Republic",482,1960,2023,0,0,1,1,0,0,"; caf2013ns1","; 2",1,0,0,1,0
"6172",2023,"Central African Republic",482,1960,2023,0,0,1,1,0,0,"; caf2013ns1","; 2",1,0,0,1,0
"6173",1960,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6174",1961,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6175",1962,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6176",1963,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6177",1964,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6178",1965,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6179",1966,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6180",1967,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6181",1968,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6182",1969,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6183",1970,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6184",1971,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6185",1972,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6186",1973,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6187",1974,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6188",1975,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6189",1976,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6190",1977,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6191",1978,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6192",1979,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6193",1980,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6194",1981,"Chad",483,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"6195",1982,"Chad",483,1960,2023,1,0,1,1,1,0,"; tcd1982s1","; 2",1,1,0,1,0
"6196",1983,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1982s1","; 2",1,0,0,1,0
"6197",1984,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1982s1","; 2",1,0,0,1,0
"6198",1985,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1982s1","; 2",1,0,0,1,0
"6199",1986,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1982s1","; 2",1,0,0,1,0
"6200",1987,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1982s1","; 2",1,0,0,1,0
"6201",1988,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1982s1","; 2",1,0,0,1,0
"6202",1989,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1982s1","; 2",1,0,0,1,0
"6203",1990,"Chad",483,1960,2023,0,1,1,1,1,0,"; tcd1982s1","; 2",1,0,1,1,0
"6204",1991,"Chad",483,1960,2023,1,0,1,1,1,0,"; tcd1991s1","; 2",1,1,0,1,0
"6205",1992,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1991s1","; 2",1,0,0,1,0
"6206",1993,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1991s1","; 2",1,0,0,1,0
"6207",1994,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1991s1","; 2",1,0,0,1,0
"6208",1995,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1991s1","; 2",1,0,0,1,0
"6209",1996,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1991s1","; 2",1,0,0,1,0
"6210",1997,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1991s1","; 2",1,0,0,1,0
"6211",1998,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1991s1","; 2",1,0,0,1,0
"6212",1999,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1991s1","; 2",1,0,0,1,0
"6213",2000,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1991s1","; 2",1,0,0,1,0
"6214",2001,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1991s1","; 2",1,0,0,1,0
"6215",2002,"Chad",483,1960,2023,0,0,1,1,1,0,"; tcd1991s1","; 2",1,0,0,1,0
"6216",2003,"Chad",483,1960,2023,0,1,1,1,1,0,"; tcd1991s1","; 2",1,0,1,1,0
"6217",2004,"Chad",483,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6218",2005,"Chad",483,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"6219",2006,"Chad",483,1960,2023,0,0,0,1,1,0,"","",0,0,0,0,0
